"Survived","Pclass","Sex","Age","Fare","Embarked","familysize","title"
0,3,"male",0.04,2.18557925524111,"S",0.693147180559945,"Mr."
0,1,"male",0.0454545454545455,4.36038794785153,"S",1.09861228866811,"Mr."
0,3,"male",0.0294117647058824,2.26739305382504,"S",0.693147180559945,"Mr."
0,3,"male",0.0263157894736842,2.1888563276657,"S",1.38629436111989,"Mr."
0,3,"male",0.0344827586206897,2.18557925524111,"S",0.693147180559945,"Mr."
1,3,"female",0.0454545454545455,2.15755932094379,"S",0.693147180559945,"Miss."
1,3,"male",0.04,2.17190676935193,"S",0.693147180559945,"Mr."
0,3,"male",0.0256410256410256,2.18557925524111,"S",0.693147180559945,"Mr."
1,3,"female",0.0138888888888889,3.22485789654575,"Q",1.09861228866811,"Miss."
0,1,"male",0.0208333333333333,3.97029191355212,"S",0.693147180559945,"Mr."
0,3,"female",0.0645161290322581,2.73788081106088,"C",1.09861228866811,"Miss."
0,3,"male",0.0434782608695652,2.20276475771183,"S",0.693147180559945,"Mr."
0,3,"female",0.0476190476190476,2.38185827388855,"S",1.09861228866811,"Miss."
0,3,"female",0.0555555555555556,2.73814607592293,"C",0.693147180559945,"Miss."
0,3,"male",0.0454545454545455,2.1888563276657,"S",0.693147180559945,"Mr."
0,3,"male",0.013986013986014,2.16905370036952,"Q",0.693147180559945,"Mr."
0,2,"male",0.0333333333333333,3.09104245335832,"S",1.09861228866811,"Mr."
0,1,"male",0.04,5.51552654424713,"C",1.09861228866811,"Mr."
0,3,"female",0.333333333333333,3.47429293673271,"S",2.07944154167984,"Miss."
0,2,"male",0.0454545454545455,4.31079912538551,"S",1.38629436111989,"Mr."
0,3,"male",0.04,2.20276475771183,"S",0.693147180559945,"Mr."
0,2,"male",0.0298507462686567,3.43626847138374,"C",1.09861228866811,"Mr."
1,2,"female",0.0298507462686567,2.63905732961526,"S",0.693147180559945,"Miss."
0,1,"male",0.0181818181818182,4.36038794785153,"S",1.09861228866811,"Mr."
1,3,"male",0.0769230769230769,2.5048481563289,"C",1.09861228866811,"Master."
0,3,"male",0.04,2.16905370036952,"Q",0.693147180559945,"Mr."
1,3,"male",0.04,2.09699900341817,"S",0.693147180559945,"Mr."
1,3,"female",0.0138888888888889,3.15095238133927,"C",1.38629436111989,"Miss."
0,3,"male",0.0217391304347826,2.07631164867091,"S",0.693147180559945,"Mr."
0,3,"male",0.0294117647058824,2.18557925524111,"C",0.693147180559945,"Mr."
0,3,"male",0.0476190476190476,2.08567209143047,"S",0.693147180559945,"Mr."
0,3,"female",0.0208333333333333,2.7408400239252,"S",1.09861228866811,"Mrs."
1,2,"female",0.0333333333333333,3.29583686600433,"S",1.09861228866811,"Mrs."
0,2,"male",0.0384615384615385,2.63905732961526,"S",0.693147180559945,"Mr."
0,2,"male",0.0416666666666667,2.77544713308826,"C",0.693147180559945,"Mr."
1,1,"female",0.05,3.30627479340119,"S",1.38629436111989,"Miss."
0,1,"male",0.0263157894736842,3.99083418585244,"S",1.09861228866811,"Mr."
0,3,"male",0.0588235294117647,2.32402363635153,"S",0.693147180559945,"Mr."
0,1,"male",0.04,4.38452351487247,"C",0.693147180559945,"Mr."
0,3,"female",0.0138888888888889,2.78783441383035,"C",1.38629436111989,"Mrs."
1,3,"female",0.0434782608695652,2.16905370036952,"S",0.693147180559945,"Miss."
1,3,"female",0.04,2.82435065679837,"S",1.09861228866811,"Mrs."
0,3,"male",0.05,2.04769284336526,"Q",0.693147180559945,"Mr."
0,2,"male",0.0526315789473684,2.52572864430826,"S",0.693147180559945,"Mr."
0,2,"male",0.05,3.63098547569503,"S",1.38629436111989,"Mr."
1,3,"male",0.0357142857142857,2.17427433482601,"S",0.693147180559945,"Mr."
0,3,"female",0.1,3.5660053559634,"S",1.79175946922805,"Miss."
0,2,"male",0.0266666666666667,3.29583686600433,"S",1.38629436111989,"Mr."
0,2,"male",0.0232558139534884,2.63905732961526,"S",0.693147180559945,"other"
0,2,"male",0.0192307692307692,2.60453982473255,"S",0.693147180559945,"other"
1,1,"female",0.0434782608695652,4.21360798304892,"S",1.09861228866811,"Mrs."
0,3,"male",0.0176991150442478,2.20276475771183,"S",0.693147180559945,"Mr."
0,3,"male",0.0240963855421687,2.7408400239252,"S",1.38629436111989,"Mr."
0,3,"male",0.04,2.11776040598197,"S",0.693147180559945,"Mr."
0,1,"male",0.0192307692307692,4.13323188647414,"C",1.09861228866811,"Mr."
1,3,"female",0.0588235294117647,2.16714330529776,"Q",0.693147180559945,"Miss."
0,3,"male",0.032258064516129,2.20276475771183,"S",0.693147180559945,"Mr."
0,3,"male",0.0408163265306122,2.26825241391354,"S",0.693147180559945,"Mr."
0,3,"male",0.04,4.25632167829882,"S",2.484906649788,"Master."
0,3,"male",0.0222222222222222,2.83907846350861,"S",1.09861228866811,"Mr."
1,2,"female",0.024390243902439,2.81839825827108,"S",0.693147180559945,"Mrs."
0,3,"male",0.037037037037037,2.17190676935193,"S",0.693147180559945,"Mr."
0,3,"male",0.0555555555555556,2.26825241391354,"S",0.693147180559945,"Mr."
0,3,"male",0.5,3.70592091996879,"S",1.94591014905531,"Master."
1,3,"male",0.1,3.06921505031379,"S",1.38629436111989,"Master."
1,1,"female",0.166666666666667,4.02535169073515,"S",1.09861228866811,"Mrs."
0,3,"female",0.0217391304347826,3.36384159511839,"S",1.94591014905531,"Mrs."
0,1,"male",0.598802395209581,3.29305522304245,"S",0.693147180559945,"Mr."
0,3,"male",0.0344827586206897,4.05171190165724,"S",0.693147180559945,"Mr."
0,1,"male",0.0161290322580645,3.54095932403731,"S",0.693147180559945,"Mr."
0,3,"male",0.2,3.40535539181082,"Q",1.94591014905531,"Master."
1,3,"female",0.5,2.49595373871806,"S",1.38629436111989,"Miss."
0,3,"male",0.0454545454545455,2.1888563276657,"S",0.693147180559945,"Mr."
0,1,"male",0.0175438596491228,3.45618417999181,"C",0.693147180559945,"Mr."
0,3,"male",0.0526315789473684,2.18089192271532,"S",1.38629436111989,"Mr."
0,3,"male",0.04,3.27588733903003,"S",1.79175946922805,"Master."
0,1,"female",0.0196078431372549,3.39156783268631,"C",0.693147180559945,"Miss."
0,2,"male",0.032258064516129,2.63905732961526,"S",0.693147180559945,"Mr."
0,3,"male",0.027027027027027,0,"S",0.693147180559945,"Mr."
0,3,"female",0.0123456790123457,4.25632167829882,"S",2.484906649788,"Miss."
0,2,"male",0.546448087431694,2.77570884957602,"C",0.693147180559945,"Mr."
0,3,"male",0.1,3.47777254588823,"S",2.07944154167984,"Master."
1,2,"male",0.5,3.68887945411394,"S",1.6094379124341,"Master."
1,3,"female",0.2,3.13658058214137,"S",1.38629436111989,"Miss."
0,1,"male",0.571428571428571,3.93182563272433,"S",0.693147180559945,"Mr."
1,3,"female",0.0133333333333333,2.80336038090653,"Q",1.09861228866811,"Mrs."
1,1,"male",0.0217391304347826,3.31600253559892,"S",0.693147180559945,"Mr."
0,3,"male",0.024390243902439,2.80336038090653,"Q",1.38629436111989,"Mr."
0,3,"male",0.027027027027027,2.18557925524111,"S",0.693147180559945,"Mr."
1,2,"female",0.0303030303030303,2.63905732961526,"S",0.693147180559945,"Mrs."
0,2,"male",0.05,2.63905732961526,"S",0.693147180559945,"Mr."
1,3,"female",0.05,2.18089192271532,"S",1.09861228866811,"Miss."
1,2,"male",0.25,3.29583686600433,"S",1.38629436111989,"Master."
1,1,"female",0.0222222222222222,3.35762159894528,"C",0.693147180559945,"Mrs."
1,1,"female",0.0169491525423729,4.99396918278707,"C",0.693147180559945,"Miss."
0,3,"male",0.04,2.16905370036952,"Q",0.693147180559945,"Mr."
0,3,"male",0.0232558139534884,2.2411563979974,"S",1.09861228866811,"Mr."
1,3,"female",0.0133333333333333,2.16905370036952,"Q",0.693147180559945,"Miss."
0,2,"female",0.04,2.63905732961526,"S",0.693147180559945,"Miss."
0,3,"male",0.0344827586206897,2.35137525716348,"S",0.693147180559945,"Mr."
0,3,"male",0.04,4.25632167829882,"S",2.484906649788,"Mr."
0,3,"male",0.0285714285714286,2.0143428636837,"S",0.693147180559945,"Mr."
0,3,"male",0.021505376344086,2.10717829665144,"C",0.693147180559945,"Mr."
1,3,"male",0.0526315789473684,2.20276475771183,"S",0.693147180559945,"Mr."
0,3,"female",0.333333333333333,2.43908083758258,"S",1.09861228866811,"Miss."
0,3,"male",0.0303030303030303,2.82435065679837,"S",1.09861228866811,"Mr."
1,3,"male",0.037037037037037,2.98505042520713,"C",0.693147180559945,"Mr."
1,3,"female",0.0588235294117647,2.16905370036952,"Q",0.693147180559945,"Miss."
1,1,"male",0.024390243902439,3.46573590279973,"C",0.693147180559945,"Mr."
0,3,"male",0.04,2.08567209143047,"S",0.693147180559945,"Mr."
1,2,"female",0.0277777777777778,3.09104245335832,"S",0.693147180559945,"Miss."
0,3,"male",0.0434782608695652,2.11021320034659,"S",0.693147180559945,"Mr."
0,2,"male",0.032258064516129,2.63905732961526,"S",0.693147180559945,"Mr."
0,3,"male",0.04,2.16905370036952,"Q",1.09861228866811,"Mr."
1,1,"female",0.03125,4.73860782421781,"C",1.09861228866811,"Miss."
1,3,"female",0.0357142857142857,2.1888563276657,"S",0.693147180559945,"Miss."
0,2,"male",0.0232558139534884,3.3322045101752,"S",1.09861228866811,"Mr."
1,1,"female",0.0303030303030303,4.34758657596034,"C",0.693147180559945,"Miss."
0,2,"male",0.032258064516129,2.4423470353692,"S",0.693147180559945,"Mr."
1,3,"male",0.0588235294117647,2.20276475771183,"S",0.693147180559945,"Mr."
0,2,"male",0.0357142857142857,2.63905732961526,"S",0.693147180559945,"Mr."
0,3,"male",0.0192307692307692,2.20276475771183,"S",0.693147180559945,"Mr."
0,3,"male",0.04,2.18557925524111,"S",0.693147180559945,"Mr."
1,1,"male",0.0256410256410256,4.51085950651685,"S",1.09861228866811,"Mr."
0,3,"male",0.0434782608695652,2.33698651971138,"S",0.693147180559945,"Mr."
1,2,"male",0.05,2.4423470353692,"S",0.693147180559945,"Mr."
0,3,"male",0.0465116279069767,2.11021320034659,"S",0.693147180559945,"Mr."
0,2,"male",0.0526315789473684,2.63905732961526,"S",0.693147180559945,"Mr."
0,3,"female",0.0133333333333333,3.27588733903003,"S",1.79175946922805,"Miss."
1,1,"female",0.0277777777777778,4.43645563260035,"S",1.09861228866811,"Mrs."
0,3,"male",0.0333333333333333,2.17190676935193,"S",0.693147180559945,"Mr."
0,2,"male",0.0166666666666667,2.67414864942653,"S",0.693147180559945,"Mr."
1,3,"female",0.166666666666667,3.47777254588823,"S",2.07944154167984,"Miss."
0,2,"male",0.04,2.4423470353692,"S",0.693147180559945,"Mr."
0,3,"female",0.0123456790123457,2.14593128294867,"S",0.693147180559945,"Miss."
0,2,"male",0.0222222222222222,3.29583686600433,"S",1.09861228866811,"Mr."
1,2,"female",0.111111111111111,3.30505352110925,"S",1.38629436111989,"Miss."
0,2,"male",0.05,2.4423470353692,"S",0.693147180559945,"Mr."
0,2,"male",0.0294117647058824,2.585882567128,"S",0.693147180559945,"Mr."
0,3,"female",0.0133333333333333,2.73788081106088,"C",1.09861228866811,"Miss."
1,3,"female",0.013986013986014,2.80336038090653,"Q",1.09861228866811,"Miss."
0,2,"male",0.0333333333333333,2.4423470353692,"S",0.693147180559945,"Mr."
0,3,"male",0.0434782608695652,2.0949457282158,"S",0.693147180559945,"Mr."
0,3,"male",0.032258064516129,2.10717829665144,"C",0.693147180559945,"Mr."
0,1,"male",0.0222222222222222,4.51085950651685,"Q",1.38629436111989,"other"
0,3,"female",0.0384615384615385,2.17190676935193,"S",0.693147180559945,"Miss."
1,2,"female",0.04,2.7408400239252,"S",1.38629436111989,"Mrs."
1,1,"male",0.0263157894736842,3.98069422519073,"S",1.38629436111989,"Mr."
0,2,"male",0.0181818181818182,3.29583686600433,"S",1.09861228866811,"other"
0,3,"male",0.0408163265306122,2.11021320034659,"S",0.693147180559945,"Mr."
0,3,"female",0.0333333333333333,2.43908083758258,"S",1.38629436111989,"Mrs."
0,1,"male",0.0158730158730159,3.31600253559892,"S",0.693147180559945,"Mr."
0,3,"male",0.032258064516129,2.83907846350861,"S",1.09861228866811,"Mr."
0,3,"female",0.0238095238095238,3.05459063056034,"S",1.38629436111989,"Mrs."
1,3,"female",0.0333333333333333,2.78783441383035,"C",1.38629436111989,"Mrs."
1,1,"female",0.166666666666667,4.38452351487247,"C",0.693147180559945,"Mrs."
1,1,"female",0.032258064516129,4.47163879336357,"S",0.693147180559945,"Miss."
1,1,"female",0.0277777777777778,6.2409173547591,"C",0.693147180559945,"Miss."
1,2,"female",0.0196078431372549,3.29583686600433,"S",1.09861228866811,"Mrs."
0,3,"male",0.04,2.16905370036952,"Q",0.693147180559945,"Mr."
1,3,"male",0.25,3.47777254588823,"S",2.07944154167984,"Master."
0,1,"male",0.0188679245283019,4.39011880457122,"S",1.38629436111989,"Mr."
0,1,"male",0.024390243902439,0,"S",0.693147180559945,"Mr."
0,3,"female",0.0133333333333333,2.16905370036952,"Q",0.693147180559945,"Miss."
0,2,"male",0.027027027027027,2.4423470353692,"S",0.693147180559945,"Mr."
0,3,"male",0.0588235294117647,3.70592091996879,"S",1.94591014905531,"Mr."
1,3,"male",0.0384615384615385,2.17190676935193,"S",1.09861228866811,"Mr."
1,1,"female",0.0169491525423729,5.03995134843031,"S",1.09861228866811,"Mrs."
1,1,"female",0.0277777777777778,4.91730069488021,"S",0.693147180559945,"Miss."
0,1,"male",0.546448087431694,3.46573590279973,"S",0.693147180559945,"Mr."
1,3,"male",0.0384615384615385,0,"S",0.693147180559945,"Mr."
1,2,"female",0.0238095238095238,3.02042488614436,"S",1.09861228866811,"Mrs."
0,1,"male",0.0263157894736842,3.42426265459315,"C",1.09861228866811,"Mr."
1,3,"female",0.013986013986014,2.16905370036952,"Q",0.693147180559945,"Miss."
1,1,"female",0.015625,4.3689198650049,"S",1.09861228866811,"Miss."
0,3,"female",0.0217391304347826,2.16905370036952,"S",0.693147180559945,"Miss."
0,2,"male",0.571428571428571,0,"S",0.693147180559945,"Mr."
0,3,"male",0.125,3.40535539181082,"Q",1.94591014905531,"Master."
1,3,"female",0.0277777777777778,3.05635689537043,"S",1.38629436111989,"Mrs."
0,3,"male",0.0151515151515152,2.16905370036952,"Q",0.693147180559945,"Mr."
0,3,"male",0.0344827586206897,2.18089192271532,"S",0.693147180559945,"Mr."
0,3,"male",0.0588235294117647,2.35137525716348,"S",0.693147180559945,"Mr."
1,3,"male",0.05,2.20276475771183,"S",0.693147180559945,"Mr."
0,1,"male",0.546448087431694,3.29583686600433,"S",0.693147180559945,"Mr."
0,3,"male",0.0294117647058824,2.26825241391354,"C",0.693147180559945,"Mr."
1,3,"male",0.032258064516129,2.35137525716348,"S",0.693147180559945,"Mr."
0,3,"male",0.0434782608695652,2.18557925524111,"S",0.693147180559945,"Mr."
1,2,"male",0.0232558139534884,2.63905732961526,"S",0.693147180559945,"Mr."
1,3,"female",0.0434782608695652,2.16905370036952,"Q",0.693147180559945,"Miss."
1,1,"female",0.037037037037037,4.38014987466102,"S",0.693147180559945,"Miss."
1,1,"female",0.05,4.52264907627858,"C",1.09861228866811,"Mrs."
0,2,"male",0.027027027027027,2.6300886596325,"C",0.693147180559945,"Mr."
0,3,"female",0.04,2.287471455184,"S",0.693147180559945,"Miss."
0,3,"male",0.04,2.18557925524111,"S",0.693147180559945,"Mr."
0,1,"male",0.571428571428571,3.35762159894528,"C",0.693147180559945,"Mr."
0,3,"male",0.0408163265306122,2.10768880461794,"C",0.693147180559945,"Mr."
0,1,"female",0.333333333333333,5.02749241116268,"S",1.6094379124341,"Miss."
1,1,"male",0.546448087431694,3.44998754583159,"S",0.693147180559945,"Mr."
1,1,"female",0.0196078431372549,5.51552654424713,"C",1.09861228866811,"Mrs."
1,3,"female",0.0138888888888889,2.16905370036952,"Q",0.693147180559945,"Miss."
1,3,"male",0.04,3.18841661738349,"Q",1.38629436111989,"Mr."
0,3,"male",0.05,0,"S",0.693147180559945,"Mr."
1,2,"female",0.0138888888888889,2.59151638484626,"Q",0.693147180559945,"Miss."
0,3,"male",0.04,2.20276475771183,"S",0.693147180559945,"Mr."
1,1,"male",0.520833333333333,5.02749241116268,"S",1.6094379124341,"Master."
1,1,"female",0.142857142857143,4.71745636378722,"C",0.693147180559945,"Miss."
1,1,"female",0.0555555555555556,4.69957086140958,"C",1.09861228866811,"Mrs."
0,2,"male",0.032258064516129,3.2188758248682,"C",1.09861228866811,"Mr."
1,1,"female",0.032258064516129,4.05922157524276,"C",0.693147180559945,"Miss."
1,1,"female",0.04,4.43269954916561,"C",0.693147180559945,"Miss."
1,1,"female",0.0526315789473684,5.57357887212435,"C",1.79175946922805,"Miss."
0,2,"female",0.037037037037037,3.29583686600433,"S",1.38629436111989,"Mrs."
0,3,"male",0.0344827586206897,2.18557925524111,"S",0.693147180559945,"Mr."
0,2,"male",0.0227272727272727,3.30505352110925,"S",1.38629436111989,"Mr."
1,3,"female",0.037037037037037,2.18089192271532,"S",0.693147180559945,"Miss."
1,2,"female",0.04,3.29583686600433,"S",1.09861228866811,"Mrs."
0,2,"male",0.0181818181818182,2.70805020110221,"S",0.693147180559945,"other"
1,1,"female",0.03125,5.11118445372147,"S",1.38629436111989,"Miss."
1,1,"female",0.024390243902439,4.90897164031976,"C",1.38629436111989,"Mrs."
0,3,"male",0.0434782608695652,2.11021320034659,"S",0.693147180559945,"Mr."
0,3,"male",0.0357142857142857,2.18557925524111,"S",0.693147180559945,"Mr."
1,2,"female",0.032258064516129,2.59151638484626,"Q",0.693147180559945,"Miss."
1,2,"female",0.0434782608695652,3.40119738166216,"S",1.38629436111989,"Mrs."
0,3,"male",0.04,4.25632167829882,"S",2.484906649788,"Mr."
1,1,"female",0.027027027027027,4.91730069488021,"C",0.693147180559945,"Miss."
0,3,"male",0.0161290322580645,1.97927584289911,"S",0.693147180559945,"Mr."
1,2,"female",0.027027027027027,2.63905732961526,"S",0.693147180559945,"Mrs."
1,3,"female",0.03125,3.06921505031379,"S",1.38629436111989,"Mrs."
1,1,"female",0.0588235294117647,4.07718483937517,"C",1.09861228866811,"Miss."
1,3,"female",0.0138888888888889,3.18841661738349,"Q",1.38629436111989,"Miss."
0,1,"male",0.021505376344086,3.38439026334577,"S",0.693147180559945,"Mr."
0,1,"male",0.0256410256410256,5.03995134843031,"S",1.09861228866811,"Mr."
0,3,"male",0.0588235294117647,2.94443897916644,"S",1.38629436111989,"Mr."
1,1,"female",0.142857142857143,4.90267881925761,"S",1.09861228866811,"Mrs."
0,3,"male",0.04,2.18557925524111,"S",0.693147180559945,"Mr."
0,1,"male",0.0333333333333333,4.21360798304892,"S",1.09861228866811,"Mr."
1,1,"female",0.0238095238095238,4.90897164031976,"C",0.693147180559945,"Miss."
1,3,"male",0.0217391304347826,2.20276475771183,"S",0.693147180559945,"Mr."
0,1,"male",0.0217391304347826,3.59731226058845,"S",0.693147180559945,"Mr."
1,2,"male",0.333333333333333,3.29583686600433,"S",1.38629436111989,"Master."
1,1,"female",0.04,5.57594910314632,"S",1.94591014905531,"Miss."
0,2,"male",0.0344827586206897,2.63905732961526,"S",0.693147180559945,"Mr."
0,2,"male",0.0384615384615385,2.63905732961526,"S",0.693147180559945,"Mr."
0,2,"male",0.027027027027027,2.63905732961526,"S",0.693147180559945,"Mr."
1,2,"female",0.04,2.63905732961526,"S",0.693147180559945,"Miss."
1,2,"female",0.024390243902439,2.63905732961526,"S",0.693147180559945,"Miss."
1,3,"female",0.013986013986014,2.83907846350861,"S",1.09861228866811,"Mrs."
1,3,"male",0.25,2.82731362192903,"S",1.38629436111989,"Master."
0,3,"male",0.0232558139534884,2.26825241391354,"S",0.693147180559945,"Mr."
